# Allan Deviation Measurement
# Start time: 2025-07-01 01:48:19
# SDR Type: RTLSDR, Gain: 70.0 dB, Freq: 1000.0 MHz, Samp Rate: 2.0 Msps
# Integration Time (s), Allan Deviation
0.1, 0.011839736253023148
0.15848931924611134, 0.011839736253023148
0.251188643150958, 0.015106412582099438
0.3981071705534973, 0.015106412582099438
0.6309573444801934, 0.015106412582099438
1.0, 0.015106412582099438
1.584893192461114, 0.015106412582099438
2.511886431509581, 0.015106412582099438
3.981071705534973, 0.015106412582099438
6.309573444801933, 0.015106412582099438
10.0, 0.015106412582099438
15.848931924611142, 0.015106412582099438
25.11886431509582, 0.015106412582099438
39.810717055349734, 0.015106412582099438
63.095734448019364, 0.015106412582099438
100.0, 0.015106412582099438
